 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
5058346.0,https://www.abc.net.au/news/5058346,On the money: Mathias Cormann says Medibank Private sale will not raise premiums,Finance Minister Mathias Cormann claims privatising Medibank Private won't cause premiums to increase.,Mathias Cormann,On the money,Liberal,Health,Medibank,Tue Nov 05 18:19:04 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-05 18:19:04,Finance Minister Mathias Cormann says privatising Medibank Private won't cause premiums to increase.,"Medibank Private already operates like a commercial business, and does not lead on price. Senator Cormann is on the money. "
5063342.0,https://www.abc.net.au/news/5063342,Christopher Pyne in the red on student outcomes in independent public schools,Federal Education Minister Christopher Pyne claims independent public schools are improving student outcomes in Western Australia. ,Christopher Pyne,Unsubstantiated,Liberal,Education,,Wed Nov 06 17:16:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-06 17:16:36,Christopher Pyne says independent public schools are improving student outcomes in Western Australia. ,There has been no measured improvement in student outcomes in WA's independent public schools. Mr Pyne's claims are unsubstantiated. 
5068448.0,https://www.abc.net.au/news/5068448,Are Queensland's new bikie laws too harsh to survive in other states and territories?,"Former NSW public prosecutor Nicholas Cowdery claims Queensland's tough new bikie legislation would be ""totally impossible"" to pass in the ACT and Victoria, where human rights charters are in place. ",Nicholas Cowdery,Incorrect,Other,Law and Order,Legislation,Fri Nov 08 09:16:45 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-08 09:16:45,"Former NSW public prosecutor Nicholas Cowdery says Queensland's tough new bikie legislation would be ""totally impossible"" to pass in the ACT and Victoria, where human rights charters are in place. ","The human rights charters in the ACT and Victoria cannot stop other laws from coming into force. While they may lead to greater scrutiny of Queensland-like bikie legislation, it would not be ""totally impossible"" for the legislation to pass into law."
5075988.0,https://www.abc.net.au/news/5075988,"Would losing the car industry cost more than maintaining it, as Kim Carr claims?",Opposition Industry Minister Kim Carr claims economic modelling shows it would cost more money to lose the car industry than it would to subsidise it.,Kim Carr,Unverifiable,Labor,Economy,Car manufacturing,Fri Nov 15 13:17:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-15 13:17:36,Kim Carr says economic modelling shows it would cost more money to lose the car industry than it would to subsidise it.,It is difficult to predict with any certainty today whether losing the industry would really cost the economy more money than paying subsidies to maintain it.
5076168.0,https://www.abc.net.au/news/5076168,Rupert Murdoch's vision for Australian diversity checks out,News Corp executive chairman Rupert Murdoch claims Australia is on its way to becoming what may be the world's most diverse nation.,Rupert Murdoch,Checks Out,Other,Immigration,News Corp,Fri Nov 08 12:37:24 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-08 12:37:24,Mr Murdoch says Australia is on its way to becoming what may be the world's most diverse nation.,"When diversity is measured in terms of migrants as a percentage of the total population, Mr Murdoch's claim checks out. "
5083024.0,https://www.abc.net.au/news/5083024,Warren Truss inflates the impact of GrainCorp's sale on ports,"Deputy Prime Minister Warren Truss claims if the sale of GrainCorp proceeds international companies will control Australia's ports and handling facilities, and decisions will be made in foreign boardrooms. ",Warren Truss,Inflated,National_Party,Economy,"Legislation, ports",Tue Nov 19 15:58:38 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-19 15:58:38,"Warren Truss says if the sale of GrainCorp proceeds international companies will control Australia's ports and handling facilities, and decisions will be made in foreign boardrooms. ","If the deal goes ahead the majority of wheat export ports and the handling supply chain will be in foreign hands. Presumably most big decisions for these companies will be made in foreign boardrooms, however some operational decisions will made by Australian-based management. "
5085340.0,https://www.abc.net.au/news/5085340,Does the Abbott Government have a mandate to overturn the carbon tax?,Prime Minister Tony Abbott claims the Opposition must respect the Government's mandate to overturn the carbon tax.,Tony Abbott,Unenforceable,Liberal,Environment,Carbon Tax,Wed Nov 13 15:51:21 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-13 15:51:21,Tony Abbott says the Opposition must respect the Government's mandate to overturn the carbon tax.,There is no enforceable obligation for any party to support the policy position of its opponent simply because that opponent won the power to govern.
5086058.0,https://www.abc.net.au/news/5086058,"Is it cheaper for MPs to fly VIP jets, as Christopher Pyne claims?",Government frontbencher Christopher Pyne claims a VIP Boeing business jet flight from Perth to Canberra taken by a group of WA Liberal MPs was probably cheaper than a commercial flight,Christopher Pyne,Incorrect,Liberal,Budget(s),Travel entitlements,Wed Nov 20 15:05:27 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-20 15:05:27,Christopher Pyne says a VIP Boeing business jet flight from Perth to Canberra taken by a group of WA Liberal MPs was probably cheaper than a commercial flight. ,"Commercial fares would have cost a maximum of $56,260 whereas the cost of sending the VIP jet to Perth would have been a minimum of $140,483."
5086844.0,https://www.abc.net.au/news/5086844,CSIRO job cuts: Greens MP Adam Bandt turns to spin,Greens MP Adam Bandt claims a recruitment freeze at the CSIRO is part of the Abbott Government's anti-science bias and that a quarter of jobs could be lost within a year. ,Adam Bandt,Spin,Greens,Employment,"Science, CSIRO",Mon Nov 18 16:17:15 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-18 16:17:15,Adam Bandt says a recruitment freeze at the CSIRO is part of the Abbott Government's anti-science bias and that a quarter of jobs could be lost within a year. ,A quarter of jobs at the CSIRO cannot be lost within a year and Mr Bandt did not substantiate his claim that the Government is behind the jobs freeze. 
5088132.0,https://www.abc.net.au/news/5088132,Proceeds of crime: Do NSW police seize more than the rest of Australia?,New South Wales Premier Barry O'Farrell claims NSW collects more from proceeds of crime than all other states and the federal government combined.,Barry O'Farrell,Wrong,Liberal,Law and Order,Crime,Tue Nov 26 15:05:13 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-26 15:05:13,Barry O'Farrell says NSW collects more from proceeds of crime than all other states and the federal government combined.,Mr O'Farrell's claim is based on old data. The total proceeds of crime in all other states and the Commonwealth was greater than that of NSW from 2005-2006 to 2012-13.  
5088168.0,https://www.abc.net.au/news/5088168,Does Indonesia have to take asylum seekers rescued by the Australian Navy?,"Prime Minister Tony Abbott claims that under ""normal international law"", if asylum seeker boats are rescued in a country's search and rescue zone, that country has an obligation to take them. ",Tony Abbott,Overreach,Liberal,Immigration,Asylum seekers,Thu Nov 14 16:15:59 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-14 16:15:59,"Tony Abbott says ""normal international law"" is that if asylum seeker boats are rescued in a country's search and rescue zone, that country has an obligation to take them. ",Mr Abbott goes a step too far when he says that Indonesia is obliged to take in people just because they are rescued in its search and rescue region.
5099582.0,https://www.abc.net.au/news/5099582,Chris Bowen wrong on Government's decision to scrap self-education expenses cap,"Opposition treasury spokesman Chris Bowen claims the Government's decision to scrap a $2,000 cap on self-education expenses will allow people to travel as much as they like and claim as much as they like. ",Chris Bowen,Wrong,Labor,Budget(s),,Thu Nov 21 10:38:03 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-21 10:38:03,"Chris Bowen says the Government's decision to scrap a $2,000 cap on self-education expenses will allow people to travel as much as they like and claim as much as they like. ",There are limits on what people can claim. A cap would have affected people undertaking local courses as well as those travelling overseas to study. 
5114850.0,https://www.abc.net.au/news/5114850,Child poverty on the rise? ACOSS CEO Cassandra Goldie's claim is overblown,Australian Council of Social Service CEO Cassandra Goldie claims child poverty is rising in Australia.,Cassandra Goldie,Overblown,Industry,Social issues,"Child Poverty, poverty",Sun Dec 01 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-01 18:00:00,ACOSS CEO Cassandra Goldie says child poverty is rising in Australia. ,"The claim does not stack up. Leading research in the field shows child poverty has stayed stable over the last 10 years, with some bounces along the way."
5117318.0,https://www.abc.net.au/news/5117318,"Is it illegal to spy on Indonesian officials, as president Susilo Bambang Yudhoyono claims?","Indonesian president Susilo Bambang Yudhoyono claims it is illegal to tap the phones of officials of other countries under Indonesian, Australian and international law. ",Susilo Bambang Yudhoyono,Goes too far,Foreign leader,International relations,National Security,Tue Dec 03 17:18:20 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-03 17:18:20,"Susilo Bambang Yudhoyono says it is illegal to tap the phones of officials of other countries under Indonesian, Australian and international law. ",Mr Yudhoyono goes too far when he describes spying's legal status in absolute terms.  
5117766.0,https://www.abc.net.au/news/5117766,Clive Palmer incorrect on the number of executions in China,"Federal MP and businessman Clive Palmer claims the Chinese government executes 500,000 people a year.",Clive Palmer,Incorrect,Independent,International relations,"Palmer United Party, Human Rights, China",Wed Dec 04 10:23:28 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-12-04 10:23:28,"Clive Palmer says the Chinese government executes 500,000 people a year. ","While the number of executions in China is a state secret, credible estimates put it between 3,000 and 5,000 in 2012. There is no evidence to support Mr Palmer's claim."
5119380.0,https://www.abc.net.au/news/5119380,Immigration Minister Scott Morrison not telling the full story on asylum seeker arrivals,Immigration Minister Scott Morrison claims the Coalition's border protection policy has resulted in an 80 per cent reduction in asylum seekers arriving in Australia by boat.,Scott Morrison,More to the story,Liberal,Immigration,,Tue Dec 10 07:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-10 07:00:00,Scott Morrison says the Coalition's border protection policy has resulted in an 80 per cent reduction in asylum seekers arriving in Australia by boat.,"There has been an 80 per cent reduction. However, the reduction is part of an earlier trend which began under the former government. "
5134138.0,https://www.abc.net.au/news/5134138,Would spying on East Timor by the Australian Secret Intelligence Service be illegal?,Australian lawyer Bernard Collaery claims the head of ASIS ordered a team into East Timor to conduct work which was outside the proper functions of ASIS. ,Bernard Collaery,Unlikely,Industry,Foreign relation,National Security,Wed Dec 04 19:20:41 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-12-04 19:20:41,Bernard Collaery says the head of ASIS ordered a team into East Timor to conduct work which was well outside the proper functions of ASIS. ,Mr Collaery is unlikely to be correct. 
5134960.0,https://www.abc.net.au/news/5134960,Can a lower GST threshold for online purchases be achieved in Australia?,NSW Treasurer Mike Baird claims other countries like the UK and Canada have lower GST thresholds for online shopping and that these thresholds can also be achieved in Australia.,Mike Baird,Uncertain,Liberal,Economy,GST,Thu Dec 12 09:20:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-12 09:20:36,Mike Baird says other countries like the UK and Canada have lower GST thresholds for online shopping and that these thresholds can also be achieved in Australia. ,"Mr Baird is correct in saying the UK and Canada have low thresholds, but whether something similar can be achieved here is uncertain."
5135064.0,https://www.abc.net.au/news/5135064,Impossible to guarantee no school will be worse off under Coalition funding arrangements,Opposition Leader Bill Shorten claims the Coalition has broken its election promise that no school will be worse off than it would have been under Labor's Gonski funding plans.,Bill Shorten,Correct,Labor,Budget(s),"School, education",Sun Dec 08 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-12-08 18:00:00,Opposition Leader Bill Shorten says the Coalition has broken its election promise that no school will be worse off than it would have been under Labor's Gonski funding plans.,Under the new arrangements it is impossible for the Commonwealth to guarantee no school will be worse off. Mr Shorten is correct. 
5137682.0,https://www.abc.net.au/news/5137682,Has plain tobacco packaging failed to stop people smoking?,"Tobacco company Philip Morris claims ""the data is clear"" that plain packaging has not stopped people smoking.",Philip Morris,Wrong,Industry,Health,"Smoking, cigarettes",Wed Jan 22 17:14:59 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-01-22 17:14:59,"Philip Morris says ""the data is clear"" that plain packaging has not stopped people smoking. "," The data commissioned by Philip Morris is not clear, it is inconclusive. And there is contrary evidence emerging to suggest plain packaging has had an impact."
5143856.0,https://www.abc.net.au/news/5143856,"Auction clearance rates in Sydney, Melbourne based on incomplete data","Financial analyst Mark Bayley claims auction clearance rates in Sydney are not transparent, real or representative of the actual rate at which houses are being sold. ",Mark Bayley,Checks Out,Industry,Economy,"Property, housing",Sun Dec 15 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-12-15 18:00:00,"Financial analyst Mark Bayley says auction clearance rates in Sydney are not transparent, real or representative of the actual rate at which houses are being sold. ",Mr Bayley's claim checks out.
5150500.0,https://www.abc.net.au/news/5150500,Nick Xenophon not telling the full story on price of Australian cars overseas,"Independent Senator Nick Xenophon claims a Ford Territory that sells for $38,000 to $40,000 in Australia costs over $100,000 in Thailand.",Nick Xonophon,Not the full story,Independent,Economy,Automotive,Tue Dec 17 09:29:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-17 09:29:36,"Nick Xenophon says a Ford Territory that retails for $38,000 to $40,000 in Australia costs over $100,000 in Thailand.","Senator Xenophon's claim is not the full story. Excise is levied on all cars in Thailand, locally made or imported. "
5158880.0,https://www.abc.net.au/news/5158880,Can governments protect people from killer sharks?,"WA Minister Troy Buswell claims implementing a series of measures to increase safety for swimmers and surfers in Western Australia ""does not represent what you would call a culling"" of sharks.",Troy Buswell,Misleading,Liberal,Environment,Shark attacks,Sun Dec 22 18:58:59 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-22 18:58:59,Troy Buswell says new shark control measures in Western Australia do not represent a cull. ,"The shark control strategy announced by the WA Government amounts to a cull. Evidence suggests drumlines reduce shark attacks, but Mr Buswell downplays the impact on sharks and other marine life. "
5161572.0,https://www.abc.net.au/news/5161572,Was Labor's childcare fund only ever about the union?,Assistant Minister for Education Sussan Ley claims Labor's $300 million fund to subsidise childcare workers' wages was only ever about the unions. ,Sussan Ley,In the ballpark,Liberal,Budget(s),Childcare,Fri Dec 20 09:58:17 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-20 09:58:17,Sussan Ley says Labor's $300 million fund to subsidise childcare workers' wages was only ever about the unions. ,Ms Ley's claim is in the ballpark. The fund distribution process favoured the union. 
5205704.0,https://www.abc.net.au/news/5205704,Clive Palmer's billionaire status no longer certain,"Clive Palmer is often referred to as a billionaire, but is he?",Clive Palmer,Uncertain,Independent,Politics,Income,Wed Jan 22 14:34:33 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-01-22 14:34:33,"Clive Palmer is often referred to as a billionaire, but is he?",It can no longer be demonstrated by publicly available data that Mr Palmer is a billionaire. 
5214802.0,https://www.abc.net.au/news/5214802,Tony Abbott incorrect on asylum seekers breaking Australian law,Tony Abbott claims asylum seekers who come to Australia are attempting to break Australian law. ,Tony Abbott,Incorrect,Liberal,Immigration,Asylum seekers,Fri Jan 24 13:49:41 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-01-24 13:49:41,Tony Abbott says asylum seekers who come to Australia are attempting to break Australian law. ,Mr Abbott is incorrect. Australia recognises people's right to seek asylum and entering Australia without a valid visa is not a criminal offence.
5215798.0,https://www.abc.net.au/news/5215798,Is Australia's welfare spending heading down the same path as Europe's?,"Kevin Andrews has labelled Australia's welfare system unsustainable, saying that in 10 to 15 years' time Australia could find itself in the same situation as some European countries.",Kevin Andrews,Unfounded,Liberal,Social Issues,Income,Mon Feb 03 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-02-03 07:00:00,Kevin Andrews has labelled Australia's welfare system unsustainable and says in 10 to 15 years' time Australia could find itself in the same situation that some European countries are in. ,Treasury projections to 2050 show welfare spending as a proportion of GDP will remain steady over the next three decades.
5225986.0,https://www.abc.net.au/news/5225986,Mandatory sentencing: does it reduce crime?,NSW Bar Association president Phillip Boulten SC claims there is no evidence that mandatory sentencing decreases crime.,Philip Boulten,Overreach,Industry,Law and Order,"Legislation, crime, mandatory sentencing",Wed Feb 05 10:38:33 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-02-05 10:38:33,Phillip Boulten says there is no evidence that mandatory sentencing ever decreases crime levels.,"The evidence for mandatory sentencing is contradictory, but there is some evidence to suggest that mandatory sentencing reduces the level of crime being committed. "
5227450.0,https://www.abc.net.au/news/5227450,"How fast are wages, productivity really growing in Australia?","The president of the Australian Council of Trade Unions, Ged Kearney, claims wages in Australia have been at their lowest rate of growth in decades and labour productivity is the highest it's been in decades.",Ged Kearney,Overstated,Union,Economy,"Wages, income",Thu Feb 06 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-02-06 07:00:00,Ged Kearney says wages in Australia have been at their lowest rate of growth in decades and labour productivity is the highest it's been in decades.,"Wages growth is at low levels compared to recent years, however labour productivity is not at historically high levels."
5243462.0,https://www.abc.net.au/news/5243462,"Is marijuana less dangerous than alcohol, as Barack Obama claims?",Barack Obama claims smoking marijuana is less dangerous for health than drinking alcohol. ,Barrack Obama,Unsubstantiated,Democrat,Health,"Legislation, marijuana",Mon Feb 10 10:30:35 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-02-10 10:30:35,Barack Obama says smoking marijuana is less dangerous than drinking alcohol. ,There is not enough evidence to substantiate Mr Obama's claim. 
5251536.0,https://www.abc.net.au/news/5251536,"Bill Shorten's car subsidy numbers irrelevant, outdated ",Opposition Leader Bill Shorten claims the level of subsides provided to car makers in Australia is lower than in other countries. ,Bill Shorten,Irrelevant,Labor,Automotive Industry,"Automotive, car subsidy",Tue Feb 11 15:02:54 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-02-11 15:02:54,Bill Shorten says the level of subsides provided to car makers in Australia is lower than in other countries. ,Mr Shorten's claim is based on outdated numbers that are irrelevant to the current debate.
5252596.0,https://www.abc.net.au/news/5252596,Malcolm Turnbull correct: Australian farmers among world's least subsidised,Communications Minister Malcolm Turnbull claims Australian farmers are among the least subsidised in the world. ,Malcolm Turnbull,Correct,Liberal,Industry,"Agriculture, subsidy",Fri Feb 14 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-02-14 07:00:00,Malcolm Turnbull says Australian farmers are among the least subsidised in the world. ,"Australian farmers receive subsidies of 3 per cent, ranking them the second lowest in the OECD. "
5255490.0,https://www.abc.net.au/news/5255490,Brendan O'Connor incorrect on Cole royal commission cost,"Opposition employment and workplace relations spokesman Brendan O'Connor claims the 2001 Building and Construction Industry Royal Commission cost $66 million, equating to $100 million in today's dollars. ",Brendan O Connor,Incorrect,Labor,Budget(s),Royal Commission,Fri Feb 14 13:21:51 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-02-14 13:21:51,"Opposition workplace relations spokesman Brendan O'Connor says the 2001 Building and Construction Industry Royal Commission cost $66 million, equating to $100 million in today's dollars. ","There is no evidence to support Mr O'Connor's claim. The official cost of the royal commission was $58.61 million, which equates to just under $80 million in today's terms."
5260996.0,https://www.abc.net.au/news/5260996,Bill Shorten cherrypicking manufacturing job loss figures,Opposition Leader Bill Shorten claims a thousand manufacturing jobs have been lost every month the Abbott Government's been in power.,Bill Shorten,Cherrypicking,Labor,Employment,Manufacturing ,Wed Feb 19 16:32:55 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-02-19 16:32:55,Bill Shorten says a thousand manufacturing jobs have been lost every month the Abbott Government's been in power. ,"Mr Shorten is talking about future job losses, which are not yet reflected in any official data. Moreover, ABS data clearly shows the number of people employed in manufacturing has been declining for decades, including under the former Labor government. "
5270252.0,https://www.abc.net.au/news/5270252,Liberal MP Kelly O'Dwyer incorrect on Australia's refugee intake,Liberal MP Kelly O'Dwyer claims Australia has one of the highest per capita refugee intakes in the world.,Kelly O'Dwyer,Incorrect,Liberal,Immigration,"Refugee, asylum seeker",Mon Feb 24 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-02-24 07:00:00,Kelly O'Dwyer says Australia has one of the highest per capita refugee intakes in the world.,"Ms O'Dwyer is incorrect. She has only counted refugees resettled through the UN humanitarian program, not the combined figure that includes refugees recognised in Australia."
5275438.0,https://www.abc.net.au/news/5275438,Jobs and unemployment: What's the real story in Tasmania?,"Tasmanian permier Lara Giddings says 3,300 new jobs were created in the past six months. But opposition leader Will Hodgman claims 10,000 full-time jobs have been lost under the Labor-Green minority Government. Who is right?","Giddings, Hodgman, Hodgman","Incomplete, wrong, correct",Multiple parties,Employment,"Tasmania, unemployment",Mon Mar 03 08:28:09 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-03-03 08:28:09,,
5275598.0,https://www.abc.net.au/news/5275598,Is Australia responsible for asylum seekers detained on Manus Island?,"The president of the Australian Human Rights Commission, Gillian Triggs, claims asylum seekers in the Manus Island detention centre are Australia's responsibility.",Gillian Triggs,Close to the mark,Industry,Immigration,"Asylum seekers, Manus Island, detention",Thu Feb 27 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-02-27 07:00:00,Gillian Triggs says asylum seekers in the Manus Island detention centre are Australia's primary responsibility.,"Under international law, Australia and Papua New Guinea both have responsibilities for the asylum seekers. "
5279322.0,https://www.abc.net.au/news/5279322,Did the SA economy go backwards last year?,South Australian Liberal Opposition Leader Steven Marshall claims the state's economy contracted in 2012-2013. But Premier Jay Weatherill claims the state's economy grew in the year to November. Who was right?,"Steven Marshall, Jay Weatherill",Selective,Multiple parties,Economy,"Liberal, Labor",Thu Feb 27 14:15:30 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-02-27 14:15:30,,
5295232.0,https://www.abc.net.au/news/5295232,How severe is the drought in Queensland and New South Wales?,"Tony Abbott claims some places in Queensland and NSW are experiencing a ""once-in-a-quarter-century"" or even a ""once-in-a-century"" drought. ",Tony Abbott,Checks Out,Liberal,Environment,"Drought, Queensland, NSW",Wed Mar 12 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-03-12 07:00:00,"Tony Abbott says some places in Queensland and NSW are experiencing a ""once-in-a-quarter-century"" or even a ""once-in-a-century"" drought. ",The combination of low rainfall and high temperatures has created the most severe drought conditions in parts of Queensland and NSW ever recorded. Mr Abbott's claim checks out. 
5298486.0,https://www.abc.net.au/news/5298486,Anthony Albanese wrong on government ownership of world's top airlines,Opposition transport spokesman Anthony Albanese claims eight out of the world's top 10 airlines are majority government-owned.,Anthony Albanese,Wrong,Labor,Infrastructure,"Airline, Qantas",Wed Mar 05 19:16:38 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-03-05 19:16:38,Anthony Albanese says eight out of the world's top 10 airlines are majority government-owned.,"None of the top 10 rankings of airlines based on passenger traffic, capacity, financial results, fleet size, employee numbers and customer feedback consistently include a majority of government-owned airlines. Mr Albanese is wrong. "
5310736.0,https://www.abc.net.au/news/5310736,"Joe Hockey correct on Australia's debt, spending",Treasurer Joe Hockey claims the previous Labor government left Australia with the fastest growth in spending and the third highest growth in debt among 17 top surveyed countries by the International Monetary Fund. ,Joe Hockey,Correct,Liberal,Budget(s),Debt,Thu Mar 13 15:33:37 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-03-13 15:33:37,Joe Hockey says Australia has the fastest growth in spending and third highest growth in debt among 17 countries surveyed by the International Monetary Fund. ,"Mr Hockey's comments on growth in spending and debt compared check out, although he fails to mention the fact that Australia's overall debt as a proportion of GDP remains at comparatively low levels."
5315286.0,https://www.abc.net.au/news/5315286,More to the story on Nova Peris's claim about the NT's banned drinker register,Labor Party Senator Nova Peris claims alcohol-related emergency department admissions in Northern Territory hospitals increased by 80 per cent in the 14 months after the banned drinker register was scrapped. ,Nova Peris,More to the story,Labor,Health,"Northern Territory, alcohol abuse",Wed Mar 19 16:12:02 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-03-19 16:12:02,Nova Peris says alcohol-related emergency department admissions in Northern Territory hospitals increased by 80 per cent in the 14 months after the banned drinker register was scrapped. ,"Alcohol-related emergency admissions to NT hospitals did increase by 80 per cent after the register was scrapped. However, they did not decrease while the register was in place and the upward spike began before it was removed."
5320468.0,https://www.abc.net.au/news/5320468,Tony Abbott not telling the full story on Alcoa and the carbon tax,Prime Minister Tony Abbott claims the carbon tax is partly to blame for the closure of Alcoa's Point Henry aluminium smelter. ,Tony Abbott,Not the full story,Liberal,Industry,Carbon Tax,Fri Mar 14 16:40:14 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-03-14 16:40:14,,
5325608.0,https://www.abc.net.au/news/5325608,Hillary Clinton's comparison of Vladimir Putin and Adolf Hitler checks out,US secretary of state Hillary Clinton says claims made by Russian president Vladimir Putin to justify taking over Crimea are reminiscent of claims made by Adolf Hitler in the 1930s. ,Hillary Clinton,Checks Out,Democrat,Politics,"International Politics, history",Tue Mar 25 09:15:52 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-03-25 09:15:52,Hillary Clinton says claims made by Russian president Vladimir Putin to justify taking over Crimea are reminiscent of claims made by Adolf Hitler in the 1930s. ,There are enough similarities between the actions of Germany prior to World War II and Mr Putin's Russia today to justify Ms Clinton's statement. 
5326138.0,https://www.abc.net.au/news/5326138,How many people in the world watch the Australian Formula One Grand Prix?,Victorian Premier Denis Napthine claims 450 million people around the world watch the Formula One Grand Prix in Melbourne.,Denis Napthine,Unsubstantiated,Liberal,Economy,"Grand Prix, Formula One",Tue Mar 18 16:37:14 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-03-18 16:37:14,Denis Napthine says 450 million people around the world watch the Formula One Grand Prix in Melbourne.,"The 450 million figure refers to the audience of all Grand Prix races for 2013. Based on the available data, live audiences for the Australian Grand Prix fall somewhere between 20 million and 50 million."
